Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
824,Alessandro Florenzi,it ITA,DF,Roma,it Serie A,26,1991,26.5,38,28,20,13,5,19,8,11,44,82,62,1
825,Phil Foden,eng ENG,MFFW,Manchester City,eng Premier League,17,2000,0.5,1,1,0,1,0,0,0,0,0,1,1,0
826,Guessouma Fofana,mr MTN,MF,Amiens,fr Ligue 1,24,1992,8.3,20,13,8,12,0,7,1,6,12,32,11,0
827,Seko Fofana,ci CIV,MF,Udinese,it Serie A,22,1995,20.8,20,17,8,12,0,17,3,14,27,47,26,1
828,Andreu Fontàs,es ESP,DF,Celta Vigo,es La Liga,27,1989,9.8,13,9,8,5,0,9,5,4,14,27,30,0
829,José Fonte,pt POR,DF,West Ham,eng Premier League,33,1983,7.6,11,6,5,6,0,12,9,3,14,25,37,1
830,Pablo Fornals,es ESP,MFFW,Villarreal,es La Liga,21,1996,29.1,52,33,19,26,7,29,3,26,22,74,18,0
831,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,25,1991,15.2,24,17,3,15,6,19,1,18,8,32,4,0
832,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,29,1988,20,0,0,0,0,0,0,0,0,0,0,7,4
833,Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,25,1992,1.7,4,2,3,1,0,0,0,0,3,7,6,0
834,Marco Fossati,it ITA,MF,Hellas Verona,it Serie A,24,1992,12.2,27,13,11,14,2,19,6,13,23,50,31,1
835,Iver Fossum,no NOR,MF,Hannover 96,de Bundesliga,21,1996,14.5,27,19,8,13,6,28,3,25,15,42,14,0
836,Ben Foster,eng ENG,GK,West Brom,eng Premier League,34,1983,37,1,0,1,0,0,0,0,0,1,2,12,1
837,Timothy Fosu-Mensah,nl NED,DF,Crystal Palace,eng Premier League,19,1998,17.7,42,33,33,8,1,17,9,8,31,73,74,1
838,Dimitri Foulquier,fr FRA,DF,Strasbourg,fr Ligue 1,24,1993,13.8,25,12,15,8,2,15,4,11,14,39,33,0
839,Lilian Fournier,fr FRA,FW,Metz,fr Ligue 1,19,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0
840,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,21,1995,7.7,22,18,14,6,2,12,3,9,14,36,15,0
841,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,32,1985,30.1,49,34,26,16,7,29,18,11,49,98,194,4
