Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25,1992,23,17,1551,17.2
40,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,24,1992,23,17,1550,17.2
41,David Alba,es ESP,DF,Getafe,es La Liga,18,1999,1,1,61,0.7
42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,28,1989,33,30,2744,30.5
43,Raúl Albentosa,es ESP,DF,La Coruña,es La Liga,28,1988,20,19,1748,19.4
44,Luis Alberto,es ESP,FWMF,Lazio,it Serie A,24,1992,34,32,2669,29.7
45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,31,1985,31,30,2742,30.5
46,Miiko Albornoz,cl CHI,DFMF,Hannover 96,de Bundesliga,26,1990,10,7,703,7.8
47,Marc Albrighton,eng ENG,MFFW,Leicester City,eng Premier League,27,1989,34,30,2538,28.2
48,Paco Alcácer,es ESP,MFFW,Barcelona,es La Liga,23,1993,17,8,695,7.7
49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,28,1989,8,8,689,7.7
50,Thiago Alcántara,es ESP,MFFW,Bayern Munich,de Bundesliga,26,1991,19,12,1247,13.9
51,David Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25,1991,3,2,208,2.3
52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,28,1989,14,13,1178,13.1
53,Steve Aldo One,cm CMR,DF,La Coruña,es La Liga,22,1995,1,1,90,1
54,Álex Alegría,es ESP,FW,Levante,es La Liga,24,1992,9,8,628,7
55,Iván Alejo,es ESP,MFFW,Eibar,es La Liga,22,1995,22,14,1102,12.2
56,Alexander,ar ARG,MFFW,Leganés,es La Liga,28,1988,13,13,1060,11.8
57,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18,1998,19,18,1573,17.5
58,Alexis,es ESP,DF,Alavés,es La Liga,31,1985,28,25,2184,24.3
59,Alisson,br BRA,GK,Roma,it Serie A,24,1992,37,37,3330,37
60,Allan,br BRA,MF,Napoli,it Serie A,26,1991,38,32,2850,31.7
61,Joe Allen,wls WAL,MF,Stoke City,eng Premier League,27,1990,36,36,3139,34.9
62,Dele Alli,eng ENG,MFFW,Tottenham,eng Premier League,21,1996,36,34,2958,32.9
63,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,24,1993,34,30,2781,30.9
64,José Alonso Lara,es ESP,MF,Sevilla,es La Liga,17,2000,1,0,10,0.1
65,Marcos Alonso,es ESP,DFMF,Chelsea,eng Premier League,26,1990,33,33,2855,31.7
66,Ricky Álvarez,ar ARG,MF,Sampdoria,it Serie A,29,1988,12,2,267,3
67,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,30,1986,17,16,1476,16.4
68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,22,1995,8,7,675,7.5
69,Dani Alves,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,25,23,2063,22.9
70,Ibrahim Amadou,fr FRA,MFDF,Lille,fr Ligue 1,24,1993,30,30,2405,26.7
71,Eloi Amagat,es ESP,MF,Girona,es La Liga,32,1985,2,0,15,0.2
72,Morgan Amalfitano,fr FRA,MFFW,Rennes,fr Ligue 1,32,1985,14,10,746,8.3
73,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,27,1989,33,31,2703,30
74,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,22,1994,8,6,487,5.4
75,Jordi Amat,es ESP,DFMF,Betis,es La Liga,25,1992,25,24,2045,22.7
76,Amath,sn SEN,MFFW,Getafe,es La Liga,21,1996,37,36,2859,31.8
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,27,24,2193,24.4
78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18,1998,1,1,45,0.5
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,36,35,3154,35
80,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,20,1996,28,19,1744,19.4
81,Ethan Ampadu,wls WAL,DF,Chelsea,eng Premier League,16,2000,1,0,11,0.1
82,Nordin Amrabat,ma MAR,FW,Watford,eng Premier League,30,1987,3,3,198,2.2
83,Nordin Amrabat,ma MAR,FWMF,Leganés,es La Liga,30,1987,30,17,1623,18
84,Jon Ander Serantes,es ESP,GK,Leganés,es La Liga,27,1989,1,1,90,1
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,7,6,546,6.1
86,Felipe Anderson,br BRA,FWMF,Lazio,it Serie A,24,1993,21,9,1162,12.9
87,Florin Andone,ro ROU,FW,La Coruña,es La Liga,24,1993,29,16,1636,18.2
88,Nícolas Andrade,br BRA,GK,Hellas Verona,it Serie A,29,1988,36,36,3240,36
89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,26,1990,34,34,3011,33.5
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,23,20,1829,20.3
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,23,2070,23
92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,22,15,1442,16
93,José Ángel,es ESP,DF,Eibar,es La Liga,27,1989,30,28,2426,27
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,33,1984,9,9,764,8.5
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19,1998,1,0,29,0.3
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,12,9,893,9.9
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30,1986,25,20,1872,20.8
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,8,8,592,6.6
99,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,33,28,2571,28.6
100,Waldemar Anton,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,27,26,2278,25.3
101,Luca Antonelli,it ITA,DFFW,Milan,it Serie A,30,1987,6,1,144,1.6
102,Michail Antonio,jm JAM,FWMF,West Ham,eng Premier League,27,1990,21,16,1354,15
103,Mirko Antonucci,it ITA,FW,Roma,it Serie A,18,1999,2,0,31,0.3
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,34,31,2799,31.1
105,Dennis Aogo,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,29,22,1954,21.7
106,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,32,27,2433,27
107,Alberto Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,21,15,1297,14.4
108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,27,26,2124,23.6
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,3,2,193,2.1
110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,27,27,2302,25.6
111,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,21,1996,34,24,2018,22.4
112,Sergio Araujo,ar ARG,MFFW,Las Palmas,es La Liga,25,1992,2,0,39,0.4
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,29,26,2414,26.8
114,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34,34,3060,34
115,Scott Arfield,ca CAN,MFFW,Burnley,eng Premier League,28,1988,18,15,1333,14.8
116,Samuel Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,9,5,429,4.8
117,Yoël Armougom,fr FRA,DFMF,Caen,fr Ligue 1,19,1998,4,1,139,1.5
118,José Arnaiz,es ESP,MF,Barcelona,es La Liga,22,1995,1,0,6,0.1
119,Marko Arnautović,at AUT,FWMF,West Ham,eng Premier League,28,1989,31,28,2313,25.7
120,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,29,28,2454,27.3
121,Jann-Fiete Arp,de GER,FWMF,Hamburger SV,de Bundesliga,17,2000,18,8,850,9.4
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3,3,270,3
123,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30,30,2700,30
124,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,13,11,960,10.7
125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,3,2,184,2
126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,19,18,1568,17.4
127,Takuma Asano,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,15,7,721,8
128,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,29,27,2381,26.5
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23,23,2070,23
130,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,21,1996,32,19,1844,20.5
131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,34,33,2936,32.6
132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,13,13,1051,11.7
133,Simon Asta,de GER,MF,Augsburg,de Bundesliga,16,2001,1,0,11,0.1
134,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,25,2250,25
135,Christian Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,25,1992,28,19,1784,19.8
136,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,13,12,1057,11.7
137,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,16,16,1416,15.7
138,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,25,14,1266,14.1
139,Ludwig Augustinsson,se SWE,DFFW,Werder Bremen,de Bundesliga,23,1994,29,29,2532,28.1
140,Yann Aurel Bisseck,de GER,DFMF,Köln,de Bundesliga,16,2000,3,1,156,1.7
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,17,16,1429,15.9
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,24,10,1037,11.5
143,Danilo Avelar,br BRA,DF,Amiens,fr Ligue 1,28,1989,21,20,1727,19.2
144,Felipe Avenatti,uy URU,FW,Bologna,it Serie A,24,1993,11,4,468,5.2
145,Durel Avounou,cg CGO,DFMF,Caen,fr Ligue 1,19,1997,9,8,651,7.2
146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,22,16,1512,16.8
147,André Ayew,gh GHA,MFFW,West Ham,eng Premier League,27,1989,18,9,895,9.9
148,André Ayew,gh GHA,MFFW,Swansea City,eng Premier League,27,1989,12,10,950,10.6
149,Jordan Ayew,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,36,33,2852,31.7
150,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,30,26,2251,25
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,37,3330,37
152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,17,14,1159,12.9
153,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,24,1993,16,1,448,5
154,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,13,8,750,8.3
155,Carlos Bacca,co COL,FW,Villarreal,es La Liga,30,1986,35,30,2497,27.7
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,27,27,2351,26.1
157,Holger Badstuber,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,27,24,2173,24.1
158,Dylan Bahamboula,cg CGO,FWMF,Dijon,fr Ligue 1,22,1995,4,0,30,0.3
159,Farès Bahlouli,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,11,2,307,3.4
160,Stéphane Bahoken,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,26,19,1662,18.5
161,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,33,1984,29,29,2538,28.2
162,Leon Bailey,jm JAM,FWDF,Leverkusen,de Bundesliga,19,1997,30,25,2215,24.6
163,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,13,11,1001,11.1
164,Leighton Baines,eng ENG,DF,Everton,eng Premier League,32,1984,22,22,1909,21.2
165,Riad Bajić,ba BIH,FWMF,Udinese,it Serie A,23,1994,5,0,80,0.9
166,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,28,23,2055,22.8
167,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,15,15,1263,14
168,Tiemoué Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,29,24,2126,23.6
169,Zakaria Bakkali,be BEL,FWMF,La Coruña,es La Liga,21,1996,23,10,909,10.1
170,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,3,3,233,2.6
171,Keita Baldé,sn SEN,FWMF,Monaco,fr Ligue 1,22,1995,23,19,1473,16.4
172,Sam Baldock,eng ENG,FW,Brighton,eng Premier League,28,1989,2,0,32,0.4
173,Gareth Bale,wls WAL,FWMF,Real Madrid,es La Liga,28,1989,26,20,1799,20
174,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,18,18,1549,17.2
175,Andrija Balić,hr CRO,MF,Udinese,it Serie A,19,1997,21,11,1083,12
176,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,25,22,1951,21.7
177,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,20,1997,27,25,2055,22.8
178,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,37,1980,21,9,860,9.6
179,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,14,14,1173,13
180,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,26,1990,28,26,2269,25.2
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,18,17,1533,17
182,Jonathan Bamba,fr FRA,FW,Saint-Étienne,fr Ligue 1,21,1996,34,27,2572,28.6
183,Yacine Bammou,ma MAR,MFFW,Nantes,fr Ligue 1,25,1991,16,10,725,8.1
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,29,1988,31,25,2399,26.7
185,Mattia Bani,it ITA,DF,Chievo,it Serie A,23,1993,16,15,1317,14.6
186,Beni Baningime,cd COD,MF,Everton,eng Premier League,18,1998,8,1,198,2.2
187,Léo Baptistão,br BRA,FWMF,Espanyol,es La Liga,24,1992,36,31,2677,29.7
188,Sekou Baradji,fr FRA,MF,Amiens,fr Ligue 1,33,1984,1,0,7,0.1
189,Antonín Barák,cz CZE,MF,Udinese,it Serie A,22,1994,34,31,2713,30.1
190,Andrea Barberis,it ITA,MF,Crotone,it Serie A,23,1993,38,34,3029,33.7
191,Mariano Barbosa,ar ARG,GK,Villarreal,es La Liga,33,1984,13,12,1125,12.5
192,Enis Bardhi,mk MKD,MF,Levante,es La Liga,22,1995,26,16,1580,17.6
193,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,32,1985,13,13,1125,12.5
194,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,20,1997,34,34,2955,32.8
195,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,28,1989,27,23,1859,20.7
196,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,23,1993,2,2,129,1.4
197,Aymen Barkok,ma MAR,FWMF,Eint Frankfurt,de Bundesliga,19,1998,9,2,314,3.5
198,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,27,1989,36,21,2165,24.1
199,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,19,1997,3,0,10,0.1
200,Antonio Barragán,es ESP,DF,Betis,es La Liga,30,1987,29,28,2373,26.4
201,Antonio Barreca,it ITA,DF,Torino,it Serie A,22,1995,9,3,468,5.2
202,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,33,1984,28,24,1965,21.8
203,Barri,es ESP,MFFW,Getafe,es La Liga,21,1995,2,1,113,1.3
204,Musa Barrow,gm GAM,FW,Atalanta,it Serie A,18,1998,12,5,443,4.9
205,Gareth Barry,eng ENG,MF,West Brom,eng Premier League,36,1981,25,22,1923,21.4
206,Fin Bartels,de GER,FW,Werder Bremen,de Bundesliga,30,1987,14,14,1121,12.5
207,Kyle Bartley,eng ENG,DF,Swansea City,eng Premier League,26,1991,5,2,235,2.6
208,Marc Bartra,es ESP,DF,Betis,es La Liga,26,1991,16,16,1420,15.8
209,Marc Bartra,es ESP,DF,Dortmund,de Bundesliga,26,1991,12,9,807,9
210,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,36,1981,25,14,1447,16.1
211,Daniele Baselli,it ITA,MF,Torino,it Serie A,25,1992,32,30,2521,28
212,Nicolas Basin,fr FRA,DF,Metz,fr Ligue 1,19,1998,5,3,313,3.5
213,Dušan Basta,rs SRB,DF,Lazio,it Serie A,32,1984,11,9,775,8.6
214,Gil Bastião Dias,pt POR,FWMF,Fiorentina,it Serie A,20,1996,27,9,1190,13.2
215,Gil Bastião Dias,pt POR,MF,Monaco,fr Ligue 1,20,1996,1,0,8,0.1
216,Samuel Bastien,cd COD,MF,Chievo,it Serie A,20,1996,21,15,1355,15.1
217,Borja Bastón,es ESP,FW,Málaga,es La Liga,24,1992,20,8,985,10.9
218,Alessandro Bastoni,it ITA,DF,Atalanta,it Serie A,18,1999,4,0,91,1
219,Bastos,ao ANG,DF,Lazio,it Serie A,26,1991,21,16,1407,15.6
220,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,23,1993,12,3,360,4
221,Michy Batshuayi,be BEL,FW,Dortmund,de Bundesliga,23,1993,10,9,839,9.3
222,Moritz Bauer,at AUT,DFMF,Stoke City,eng Premier League,25,1992,15,15,1306,14.5
223,Robert Bauer,de GER,DFFW,Werder Bremen,de Bundesliga,22,1995,16,12,956,10.6
224,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,27,1990,34,34,3060,34
225,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,21,1996,29,29,2610,29
226,Julian Baumgartlinger,at AUT,MFDF,Leverkusen,de Bundesliga,29,1988,22,17,1393,15.5
227,Jon Bautista,es ESP,FWMF,Real Sociedad,es La Liga,22,1995,11,1,181,2
228,Paul Baysse,fr FRA,DF,Málaga,es La Liga,29,1988,15,13,1239,13.8
229,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,29,1988,8,6,566,6.3
230,Noah Joel Sarenren Bazee,ng NGA,FWMF,Hannover 96,de Bundesliga,20,1996,7,0,118,1.3
231,Hervé Bazile,ht HAI,MFFW,Caen,fr Ligue 1,27,1990,19,10,876,9.7
232,Riechedly Bazoer,nl NED,MF,Wolfsburg,de Bundesliga,20,1996,13,6,592,6.6
233,Enrico Bearzotti,it ITA,DFFW,Hellas Verona,it Serie A,20,1996,6,4,410,4.6
234,Claudio Beauvue,gp GLP,FW,Leganés,es La Liga,29,1988,28,17,1672,18.6
235,Bebé,cv CPV,MFFW,Eibar,es La Liga,27,1990,9,3,365,4.1
236,Ihlas Bebou,tg TOG,MFFW,Hannover 96,de Bundesliga,23,1994,30,20,2140,23.8
237,Andreas Beck,de GER,DF,Stuttgart,de Bundesliga,30,1987,23,22,1927,21.4
238,Henri Bedimo,cm CMR,DFFW,Marseille,fr Ligue 1,33,1984,3,0,42,0.5
239,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,21,1996,5,5,426,4.7
240,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,30,1987,38,38,3420,38
241,Valon Behrami,ch SUI,MF,Udinese,it Serie A,32,1985,20,18,1398,15.5
242,Vid Belec,si SVN,GK,Benevento,it Serie A,27,1990,13,13,1113,12.4
243,Vid Belec,si SVN,GK,Sampdoria,it Serie A,27,1990,2,2,180,2
244,Ishak Belfodil,dz ALG,FW,Werder Bremen,de Bundesliga,25,1992,26,13,1350,15
245,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,25,1991,25,24,2177,24.2
246,Karim Bellarabi,de GER,MFFW,Leverkusen,de Bundesliga,27,1990,24,13,1146,12.7
247,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,22,1995,35,34,3051,33.9
248,François Bellugou,fr FRA,MF,Troyes,fr Ligue 1,30,1987,30,27,2177,24.2
249,Andrea Belotti,it ITA,FW,Torino,it Serie A,23,1993,32,29,2683,29.8
250,Chaouki Ben Saada,tn TUN,FWMF,Troyes,fr Ligue 1,33,1984,16,2,342,3.8
251,Wissam Ben Yedder,fr FRA,FW,Sevilla,es La Liga,26,1990,25,18,1700,18.9
252,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,33,1983,3,2,225,2.5
253,Ahmad Benali,ly LBY,MF,Crotone,it Serie A,25,1992,10,10,811,9
254,Yohan Benalouane,tn TUN,DF,Leicester City,eng Premier League,30,1987,1,1,90,1
255,Marco Benassi,it ITA,MFFW,Fiorentina,it Serie A,22,1994,35,35,2782,30.9
256,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,30,1987,20,19,1755,19.5
257,Lars Bender,de GER,DFMF,Leverkusen,de Bundesliga,28,1989,21,20,1595,17.7
258,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,28,1989,29,29,2345,26.1
259,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,19,1997,2,0,38,0.4
260,Nicolas Benezet,fr FRA,FWMF,Guingamp,fr Ligue 1,26,1991,29,18,1648,18.3
261,Marcel Benger,de GER,MF,M'Gladbach,de Bundesliga,19,1998,1,0,2,0
262,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,24,1993,28,28,2520,28
263,Charlison Benschop,cw CUW,MFDF,Hannover 96,de Bundesliga,27,1989,7,2,184,2
264,Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,22,1995,29,26,2342,26
265,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,22,1994,16,12,1011,11.2
266,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,20,1997,20,5,581,6.5
267,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,26,1990,31,24,2240,24.9
268,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,29,1987,32,25,2150,23.9
269,Yassine Benzia,dz ALG,MFFW,Lille,fr Ligue 1,22,1994,31,30,2288,25.4
270,Saido Berahino,bi BDI,FW,Stoke City,eng Premier League,23,1993,15,3,494,5.5
271,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,22,1994,31,29,2296,25.5
272,Yuri Berchiche,es ESP,DF,Paris S-G,fr Ligue 1,27,1990,22,19,1716,19.1
273,Álex Berenguer,es ESP,FW,Torino,it Serie A,22,1995,22,11,1043,11.6
274,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,25,1992,31,28,2480,27.6
275,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,26,1990,35,32,2833,31.5
276,Markel Bergara,es ESP,MF,Getafe,es La Liga,31,1986,18,18,1463,16.3
277,Emil Berggreen,dk DEN,FW,Mainz 05,de Bundesliga,24,1993,14,6,669,7.4
278,Robert Berić,si SVN,FW,Saint-Étienne,fr Ligue 1,26,1991,15,12,1042,11.6
279,Kévin Bérigaud,fr FRA,FWMF,Montpellier,fr Ligue 1,29,1988,5,4,271,3
280,Etrit Berisha,al ALB,GK,Atalanta,it Serie A,28,1989,31,31,2790,31
281,Federico Bernardeschi,it ITA,FWMF,Juventus,it Serie A,23,1994,22,7,847,9.4
282,Bernardo,br BRA,DF,RB Leipzig,de Bundesliga,22,1995,18,15,1350,15
283,Juan Bernat,es ESP,DFFW,Bayern Munich,de Bundesliga,24,1993,11,11,888,9.9
284,Andrea Bertolacci,it ITA,MF,Genoa,it Serie A,26,1991,33,33,2895,32.2
285,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,27,1989,35,35,3135,34.8
286,Muhamed Bešić,ba BIH,MF,Everton,eng Premier League,24,1992,2,0,46,0.5
287,Daniel Bessa,it ITA,MFFW,Hellas Verona,it Serie A,24,1993,17,15,1389,15.4
288,Daniel Bessa,it ITA,MF,Genoa,it Serie A,24,1993,11,6,438,4.9
289,Vincent Bessat,fr FRA,DFMF,Caen,fr Ligue 1,31,1985,24,18,1570,17.4
290,Quentin Beunardeau,fr FRA,GK,Metz,fr Ligue 1,23,1994,1,0,39,0.4
291,Matteo Bianchetti,it ITA,DF,Hellas Verona,it Serie A,24,1993,2,1,124,1.4
292,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,27,1990,9,7,548,6.1
293,Pedro Bigas,es ESP,DF,Las Palmas,es La Liga,26,1990,12,11,894,9.9
294,Lucas Biglia,ar ARG,MF,Milan,it Serie A,31,1986,28,24,2039,22.7
295,Philip Billing,dk DEN,MF,Huddersfield,eng Premier League,21,1996,16,8,764,8.5
296,Jean-Claude Billong,cm CMR,DF,Benevento,it Serie A,23,1993,5,3,294,3.3
297,Davide Biondini,it ITA,MF,Sassuolo,it Serie A,34,1983,7,2,206,2.3
298,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,24,1992,34,34,2980,33.1
299,Mame Biram Diouf,sn SEN,FWDF,Stoke City,eng Premier League,29,1987,35,30,2596,28.8
300,Davide Biraschi,it ITA,DF,Genoa,it Serie A,23,1994,23,20,1796,20
301,Valter Birsa,si SVN,MFFW,Chievo,it Serie A,30,1986,35,29,2504,27.8
302,Milan Biševac,rs SRB,DF,Metz,fr Ligue 1,33,1983,10,10,710,7.9
303,Yves Bissouma,ml MLI,MFDF,Lille,fr Ligue 1,20,1996,24,15,1561,17.3
304,Leonardo Bittencourt,de GER,MFFW,Köln,de Bundesliga,23,1993,22,17,1613,17.9
305,Albano Bizzarri,ar ARG,GK,Udinese,it Serie A,39,1977,32,32,2880,32
306,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,22,1995,22,22,1941,21.6
307,Ludovic Blas,fr FRA,MF,Guingamp,fr Ligue 1,19,1997,31,17,1793,19.9
308,Pablo de Blasis,ar ARG,FWMF,Mainz 05,de Bundesliga,29,1988,25,20,1652,18.4
309,Jérémy Blayac,fr FRA,FW,Strasbourg,fr Ligue 1,34,1983,25,7,917,10.2
310,Alexis Blin,fr FRA,MF,Toulouse,fr Ligue 1,20,1996,26,20,1886,21
311,Daley Blind,nl NED,DFMF,Manchester Utd,eng Premier League,27,1990,7,4,362,4
312,Danny Blum,de GER,MFDF,Eint Frankfurt,de Bundesliga,26,1991,2,0,29,0.3
313,Emmanuel Boateng,gh GHA,FW,Levante,es La Liga,21,1996,25,10,1276,14.2
314,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,28,1988,19,19,1640,18.2
315,Kevin-Prince Boateng,gh GHA,MFFW,Eint Frankfurt,de Bundesliga,30,1987,31,27,2357,26.2
316,Raúl Bobadilla,py PAR,FWMF,M'Gladbach,de Bundesliga,30,1987,13,5,449,5
317,Yann Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,22,1995,7,2,227,2.5
318,Mathieu Bodmer,fr FRA,DFMF,Amiens,fr Ligue 1,34,1982,13,3,396,4.4
319,Jeremie Boga,ci CIV,MF,Chelsea,eng Premier League,20,1997,1,1,17,0.2
320,Quentin Boisgard,fr FRA,MF,Toulouse,fr Ligue 1,20,1997,6,1,179,2
321,Yannick Bolasie,cd COD,FW,Everton,eng Premier League,28,1989,16,11,851,9.5
322,Deian Boldor,ro ROU,DF,Hellas Verona,it Serie A,22,1995,1,1,90,1
323,Giacomo Bonaventura,it ITA,MF,Milan,it Serie A,27,1989,33,30,2541,28.2
324,Federico Bonazzoli,it ITA,FWDF,SPAL,it Serie A,20,1997,11,2,176,2
325,Federico Bonazzoli,it ITA,FW,Sampdoria,it Serie A,20,1997,1,0,28,0.3
