Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
1300,Filip Kostić,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,25,1992,34,33,2956,32.8
1301,Christian Kouamé,ci CIV,FW,Genoa,it Serie A,20,1997,38,33,3066,34.1
1302,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,33,32,2925,32.5
1303,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,35,35,3132,34.8
1304,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37,37,3330,37
1305,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,31,21,1899,21.1
1306,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,24,1994,32,21,1735,19.3
1307,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,13,0,168,1.9
1308,Dawid Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,10,7,575,6.4
1309,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,4,3,315,3.5
1310,Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,35,33,2974,33
1311,Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,9,9,788,8.8
1312,Andrej Kramarić,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,30,28,2396,26.6
1313,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,1991,18,13,1136,12.6
1314,Vasyl Kravets,ua UKR,DFFW,Leganés,es La Liga,20,1997,6,6,481,5.3
1315,Ladislav Krejčí,cz CZE,DFMF,Bologna,it Serie A,26,1992,18,11,1065,11.8
1316,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,16,12,1057,11.7
1317,Toni Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,28,26,2221,24.7
1318,Rade Krunić,ba BIH,MF,Empoli,it Serie A,24,1993,33,33,2772,30.8
1319,Max Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,32,32,2832,31.5
1320,Lukas Kübler,de GER,DFMF,Freiburg,de Bundesliga,25,1992,16,15,1184,13.2
1321,Yuya Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,22,15,1357,15.1
1322,Juraj Kucka,sk SVK,MF,Parma,it Serie A,31,1987,18,17,1535,17.1
1323,Dejan Kulusevski,se SWE,MF,Atalanta,it Serie A,18,2000,3,0,105,1.2
1324,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,29,23,1909,21.2
1325,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,29,1989,30,29,2557,28.4
1326,Layvin Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,19,11,1010,11.2
1327,Rafał Kurzawa,pl POL,FW,Amiens,fr Ligue 1,25,1993,11,2,239,2.7
1328,Ahmed Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,13,3,425,4.7
1329,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,30,22,2040,22.7
1330,Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,1,0,2,0
1331,Antonino La Gumina,it ITA,FWMF,Empoli,it Serie A,22,1996,22,12,1090,12.1
1332,Rajiv van La Parra,nl NED,FWMF,Huddersfield,eng Premier League,27,1991,5,5,405,4.5
1333,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1,1,90,1
1334,Gaëtan Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,36,35,2895,32.2
1335,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,35,27,2502,27.8
1336,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,34,34,3015,33.5
1337,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36,36,3240,36
1338,Abdou Lahat Diakhate,sn SEN,MF,Parma,it Serie A,19,1998,1,0,1,0
1339,Konrad Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,29,20,1874,20.8
1340,Diego Lainez,mx MEX,FWMF,Betis,es La Liga,18,2000,12,3,353,3.9
1341,Kenny Lala,fr FRA,DFFW,Strasbourg,fr Ligue 1,26,1991,34,34,3060,34
1342,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,13,5,468,5.2
1343,Érik Lamela,ar ARG,MFFW,Tottenham,eng Premier League,26,1992,19,9,974,10.8
1344,Mohamed Lamine Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,6,2,162,1.8
1345,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,22,19,1591,17.7
1346,Michael Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,17,15,1255,13.9
1347,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,21,15,1414,15.7
1348,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,10,8,686,7.6
1349,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,28,1990,8,4,404,4.5
1350,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,24,1994,35,34,3057,34
1351,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,35,35,3077,34.2
1352,Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1,1,90,1
1353,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,36,26,2453,27.3
1354,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,32,32,2745,30.5
1355,Paul Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,35,18,1789,19.9
1356,Toni Lato,es ESP,DF,Valencia,es La Liga,20,1997,4,3,270,3
1357,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,24,22,1863,20.7
1358,Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,3,3,257,2.9
1359,Armand Lauriente,fr FRA,MF,Rennes,fr Ligue 1,19,1998,1,0,4,0
1360,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,15,10,920,10.2
1361,Wesley Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,34,34,3024,33.6
1362,Diego Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,20,6,651,7.2
1363,Miguel Layún,mx MEX,MFDF,Villarreal,es La Liga,30,1988,8,5,506,5.6
1364,Valentino Lazaro,at AUT,DFFW,Hertha BSC,de Bundesliga,22,1996,31,31,2741,30.5
1365,Darko Lazović,rs SRB,DFFW,Genoa,it Serie A,27,1990,33,30,2542,28.2
1366,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,24,1993,33,33,2835,31.5
1367,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,5,2,204,2.3
1368,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,26,25,2250,25
1369,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,4,3,284,3.2
1370,Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,36,31,2805,31.2
1371,James Lea Siliki,cm CMR,MFFW,Rennes,fr Ligue 1,22,1996,24,14,1220,13.6
1372,Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,1999,24,16,1287,14.3
1373,Mathew Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,18,10,941,10.5
1374,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,37,3330,37
1375,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,30,26,2394,26.6
1376,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,24,1993,23,21,1802,20
1377,Wu Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,16,12,1061,11.8
1378,Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,32,32,2765,30.7
1379,Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,1987,27,22,1987,22.1
1380,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,12,12,1054,11.7
1381,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,4,2,211,2.3
1382,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,22,1995,31,22,1817,20.2
1383,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,21,18,1613,17.9
1384,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,3,3,179,2
1385,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,23,22,1933,21.5
1386,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,31,1987,16,14,1215,13.5
1387,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,32,31,2836,31.5
1388,Pedro León,es ESP,MFFW,Eibar,es La Liga,31,1986,9,5,425,4.7
1389,Sergio León,es ESP,FWMF,Betis,es La Liga,29,1989,16,6,638,7.1
1390,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,14,13,1122,12.5
1391,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,18,15,1298,14.4
1392,Mehdi Léris,dz ALG,MFDF,Chievo,it Serie A,20,1998,23,18,1607,17.9
1393,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,30,29,2506,27.8
1394,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,33,33,2957,32.9
1395,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,6,3,449,5
1396,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,28,15,1444,16
1397,Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,14,10,938,10.4
1398,Dimitri Liénard,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,22,15,1291,14.3
1399,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,14,7,614,6.8
1400,Lucas Lima,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,31,28,2496,27.7
1401,Anthony Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,29,12,1237,13.7
1402,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,1994,30,29,2601,28.9
1403,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,32,30,2507,27.9
1404,Jesse Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,25,1992,27,19,1663,18.5
1405,Pol Lirola,es ESP,DFMF,Sassuolo,it Serie A,20,1997,35,32,2975,33.1
1406,Adem Ljajić,rs SRB,MF,Torino,it Serie A,26,1991,1,0,30,0.3
1407,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,21,20,1752,19.5
1408,Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,20,6,694,7.7
1409,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,7,6,540,6
1410,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33,33,2970,33
1411,Giovani Lo Celso,ar ARG,MFFW,Betis,es La Liga,22,1996,32,27,2397,26.6
1412,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,1,0,11,0.1
1413,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,31,27,2489,27.7
1414,Jürgen Locadia,nl NED,FWMF,Brighton,eng Premier League,24,1993,26,12,1236,13.7
1415,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,29,21,1847,20.5
1416,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,22,1996,24,6,998,11.1
1417,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,12,10,850,9.4
1418,Kevin Long,ie IRL,DF,Burnley,eng Premier League,27,1990,6,5,514,5.7
1419,Shane Long,ie IRL,FWMF,Southampton,eng Premier League,31,1987,26,12,1272,14.1
1420,Samuele Longo,it ITA,FW,Huesca,es La Liga,26,1992,15,6,556,6.2
1421,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,9,8,687,7.6
1422,Ademola Lookman,ng NGA,FWMF,Everton,eng Premier League,20,1997,21,3,618,6.9
1423,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34,34,3060,34
1424,Rony Lopes,pt POR,FWMF,Monaco,fr Ligue 1,22,1995,24,22,1849,20.5
1425,Alejandro López,es ESP,MF,Espanyol,es La Liga,21,1997,4,1,112,1.2
1426,Cristian López,es ESP,FW,Angers,fr Ligue 1,29,1989,19,2,372,4.1
1427,David López,es ESP,DF,Espanyol,es La Liga,28,1989,21,21,1819,20.2
1428,Diego López,es ESP,GK,Espanyol,es La Liga,36,1981,38,38,3420,38
1429,Javi López,es ESP,DF,Espanyol,es La Liga,32,1986,23,21,1948,21.6
1430,Lluis López,es ESP,DF,Espanyol,es La Liga,21,1997,6,5,521,5.8
1431,Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,32,25,2180,24.2
1432,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,34,1983,8,4,465,5.2
1433,Pau López,es ESP,GK,Betis,es La Liga,23,1994,33,33,2970,33
1434,Roberto López,es ESP,MF,Real Sociedad,es La Liga,18,2000,1,0,29,0.3
1435,Unai López,es ESP,MF,Athletic Club,es La Liga,22,1995,7,3,328,3.6
1436,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,31,30,2778,30.9
1437,Albert Lottin,fr FRA,MFFW,Bordeaux,fr Ligue 1,16,2001,2,0,22,0.2
1438,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,19,1999,1,1,88,1
1439,Davor Lovren,hr CRO,MF,Düsseldorf,de Bundesliga,19,1998,2,0,46,0.5
1440,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,13,11,986,11
1441,Chris Löwe,de GER,DFMF,Huddersfield,eng Premier League,29,1989,29,23,2057,22.9
1442,Eduard Löwen,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,22,17,1623,18
1443,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,21,19,1750,19.4
1444,Anthony Lozano,hn HON,FWMF,Girona,es La Liga,25,1993,20,7,730,8.1
1445,Derrick Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,4,2,250,2.8
1446,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,32,1985,27,24,2030,22.6
1447,José Luis Gayà,es ESP,DF,Valencia,es La Liga,23,1995,35,35,3137,34.9
1448,José Luis Morales,es ESP,FWMF,Levante,es La Liga,31,1987,37,35,3195,35.5
1449,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,30,25,2261,25.1
1450,Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,7,6,507,5.6
1451,David Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36,36,3238,36
1452,Douglas Luiz,br BRA,MF,Girona,es La Liga,20,1998,23,16,1490,16.6
1453,Everton Luiz,br BRA,MF,SPAL,it Serie A,30,1988,10,2,317,3.5
1454,Jordan Lukaku,be BEL,DFMF,Lazio,it Serie A,24,1994,7,1,175,1.9
1455,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,32,22,2136,23.7
1456,Dodi Lukebakio,be BEL,FWMF,Düsseldorf,de Bundesliga,20,1997,31,22,1972,21.9
1457,Saša Lukić,rs SRB,MF,Torino,it Serie A,21,1996,24,11,989,11
1458,Senad Lulić,ba BIH,DFFW,Lazio,it Serie A,32,1986,35,34,2923,32.5
1459,Antonio Luna,es ESP,DFFW,Levante,es La Liga,27,1991,16,14,1258,14
1460,Andriy Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,5,4,365,4.1
1461,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,21,1996,12,6,728,8.1
1462,Fabian Lustenberger,ch SUI,DFMF,Hertha BSC,de Bundesliga,30,1988,29,24,2172,24.1
1463,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,15,14,1311,14.6
1464,Lyanco,br BRA,DF,Torino,it Serie A,21,1997,2,1,90,1
1465,Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,13,13,1119,12.4
1466,Hervé Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,17,15,1480,16.4
1467,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,11,9,830,9.2
1468,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,37,37,3258,36.2
1469,Darwin Machís,ve VEN,FWMF,Udinese,it Serie A,25,1993,13,4,463,5.1
1470,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,21,1996,36,35,2831,31.5
1471,Gary Madine,eng ENG,FWMF,Cardiff City,eng Premier League,27,1990,5,0,37,0.4
1472,Pablo Maffeo,es ESP,DFMF,Stuttgart,de Bundesliga,21,1997,8,8,597,6.6
1473,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,1984,26,21,1859,20.7
1474,Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,19,17,1516,16.8
1475,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,31,31,2596,28.8
1476,Riyad Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,27,1991,27,14,1343,14.9
1477,Thiago Maia,br BRA,MF,Lille,fr Ligue 1,21,1997,24,10,1021,11.3
1478,Raffaele Maiello,it ITA,MF,Frosinone,it Serie A,27,1991,29,22,2043,22.7
1479,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,19,1999,24,23,2064,22.9
1480,Domenico Maietta,it ITA,DF,Empoli,it Serie A,35,1982,21,21,1714,19
1481,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,38,38,3420,38
1482,Linton Maina,de GER,FWMF,Hannover 96,de Bundesliga,19,1999,20,17,1414,15.7
1483,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,16,11,987,11
1484,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,19,1998,7,3,198,2.2
1485,Abdul Majeed Waris,gh GHA,FWMF,Nantes,fr Ligue 1,26,1991,33,25,2246,25
1486,Jean-Victor Makengo,fr FRA,MFFW,Nice,fr Ligue 1,20,1998,25,11,1029,11.4
1487,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,23,1995,36,36,3209,35.7
1488,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,26,1991,17,15,1375,15.3
1489,Malcom,br BRA,FWMF,Barcelona,es La Liga,21,1997,15,6,614,6.8
1490,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,24,20,1805,20.1
1491,Yunus Mallı,tr TUR,MFFW,Wolfsburg,de Bundesliga,26,1992,21,5,701,7.8
1492,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,35,35,3092,34.4
1493,Antonio Mance,hr CRO,FW,Nantes,fr Ligue 1,22,1995,5,0,50,0.6
1494,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31,31,2790,31
1495,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,30,25,2246,25
1496,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,31,31,2735,30.4
1497,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,3,1,97,1.1
1498,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,26,1991,35,34,3059,34
1499,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,21,1997,35,33,2918,32.4
1500,Mario Mandžukić,hr CRO,FW,Juventus,it Serie A,32,1986,25,23,2014,22.4
1501,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,26,1992,36,35,3077,34.2
1502,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,31,1987,29,18,1598,17.8
1503,Kostas Manolas,gr GRE,DF,Roma,it Serie A,27,1991,27,27,2324,25.8
1504,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,24,1994,18,12,1101,12.2
1505,Martín Mantovani,ar ARG,DF,Huesca,es La Liga,34,1984,9,6,701,7.8
1506,Juan Manuel Valencia,co COL,FW,Bologna,it Serie A,20,1998,1,0,28,0.3
1507,Harrison Manzala,cd COD,MFFW,Angers,fr Ligue 1,24,1994,8,0,74,0.8
1508,Fran Manzanara,es ESP,DFMF,Levante,es La Liga,21,1996,4,1,157,1.7
1509,Myziane Maolida,fr FRA,FW,Nice,fr Ligue 1,19,1999,14,10,952,10.6
1510,Faitout Maouassa,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,27,25,2137,23.7
1511,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,29,1989,12,12,878,9.8
1512,Iván Marcano,es ESP,DF,Roma,it Serie A,31,1987,10,9,810,9
1513,Marcelo,br BRA,DF,Real Madrid,es La Liga,30,1988,23,21,1853,20.6
1514,Marcelo,br BRA,DF,Lyon,fr Ligue 1,31,1987,33,33,2878,32
1515,Solly March,eng ENG,FWMF,Brighton,eng Premier League,24,1994,35,30,2463,27.4
1516,Federico Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4,4,360,4
1517,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31,31,2790,31
1518,Óscar de Marcos,es ESP,DFFW,Athletic Club,es La Liga,29,1989,30,28,2421,26.9
1519,Georg Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,27,22,2064,22.9
1520,Miguel Marí,es ESP,MF,Eibar,es La Liga,21,1997,2,0,69,0.8
1521,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,21,19,1772,19.7
1522,Mariano,do DOM,FW,Real Madrid,es La Liga,24,1993,13,3,447,5
1523,Mariano,do DOM,FW,Lyon,fr Ligue 1,24,1993,3,2,143,1.6
1524,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,26,20,1927,21.4
1525,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,26,1991,26,20,1803,20
1526,Adrián Marín,es ESP,DFMF,Alavés,es La Liga,21,1997,6,2,290,3.2
1527,João Mário,pt POR,MFFW,Inter,it Serie A,25,1993,20,12,1082,12
1528,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,24,1994,23,22,2008,22.3
1529,Lazar Marković,rs SRB,MF,Fulham,eng Premier League,24,1994,1,0,45,0.5
1530,Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,18,18,1508,16.8
1531,Marquinhos,br BRA,DFMF,Paris S-G,fr Ligue 1,24,1994,30,30,2693,29.9
1532,Roger Martí,es ESP,FW,Levante,es La Liga,27,1991,31,23,1887,21
1533,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,22,1995,27,18,1621,18
1534,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,21,1997,33,32,2878,32
1535,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,28,1990,23,23,2059,22.9
1536,Marvin Martin,fr FRA,MF,Reims,fr Ligue 1,30,1988,13,8,623,6.9
1537,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,27,1991,33,33,2902,32.2
1538,Javi Martínez,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,21,16,1309,14.5
1539,Lautaro Martínez,ar ARG,FWMF,Inter,it Serie A,20,1997,27,13,1344,14.9
1540,Pablo Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,32,32,2815,31.3
1541,Gelson Martins,pt POR,FWMF,Atlético Madrid,es La Liga,23,1995,8,1,229,2.5
1542,Gelson Martins,pt POR,FWMF,Monaco,fr Ligue 1,23,1995,16,16,1389,15.4
1543,Adam Marušić,me MNE,DF,Lazio,it Serie A,25,1992,26,24,2111,23.5
1544,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,25,1993,14,11,993,11
1545,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,24,22,1836,20.4
1546,Adam Masina,ma MAR,DF,Watford,eng Premier League,24,1994,14,11,1004,11.2
1547,Jordi Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35,35,3150,35
1548,Han-Noah Massengo,fr FRA,MF,Monaco,fr Ligue 1,17,2001,3,0,61,0.7
1549,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,23,19,1759,19.5
1550,Jaime Mata,es ESP,FWMF,Getafe,es La Liga,29,1988,34,27,2432,27
1551,Juan Mata,es ESP,FWMF,Manchester Utd,eng Premier League,30,1988,22,16,1289,14.3
1552,Luca Matarese,it ITA,FW,Frosinone,it Serie A,20,1998,2,0,16,0.2
1553,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,34,29,2483,27.6
1554,Christian Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,22,22,1932,21.5
1555,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,28,28,2436,27.1
1556,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,22,17,1537,17.1
1557,Rabbi Matondo,wls WAL,FWMF,Schalke 04,de Bundesliga,17,2000,7,1,189,2.1
1558,Alessandro Matri,it ITA,FW,Sassuolo,it Serie A,33,1984,19,6,603,6.7
1559,Federico Mattiello,it ITA,DFFW,Bologna,it Serie A,23,1995,17,16,1333,14.8
1560,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,31,1987,31,29,2418,26.9
1561,José Mauri,it ITA,MF,Milan,it Serie A,22,1996,5,2,208,2.3
1562,Stephy Mavididi,eng ENG,FW,Juventus,it Serie A,20,1998,1,0,22,0.2
1563,Konstantinos Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,4,3,148,1.6
1564,Alfie Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,15,13,1131,12.6
1565,Philipp Max,de GER,DFMF,Augsburg,de Bundesliga,24,1993,30,30,2569,28.5
1566,Alexandru Maxim,ro ROU,MFFW,Mainz 05,de Bundesliga,28,1990,22,3,579,6.4
1567,Eric Maxim Choupo-Moting,cm CMR,FW,Paris S-G,fr Ligue 1,29,1989,22,8,802,8.9
1568,Borja Mayoral,es ESP,FW,Levante,es La Liga,21,1997,29,16,1621,18
1569,Róbert Mazáň,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1,1,90,1
1570,Luca Mazzitelli,it ITA,MF,Genoa,it Serie A,22,1995,10,3,323,3.6
1571,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,19,1998,29,24,2343,26
1572,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,23,1994,23,22,2010,22.3
1573,Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,17,2001,2,2,180,2
1574,Nolan Mbemba,cg CGO,MFDF,Reims,fr Ligue 1,23,1995,8,4,357,4
1575,Adama Mbengue,sn SEN,DF,Caen,fr Ligue 1,24,1993,11,8,739,8.2
1576,Isaac Mbenza,be BEL,FWMF,Huddersfield,eng Premier League,22,1996,22,10,986,11
1577,Stéphane Mbia,cm CMR,DFMF,Toulouse,fr Ligue 1,32,1986,5,5,446,5
1578,Kara Mbodji,sn SEN,DF,Nantes,fr Ligue 1,28,1989,6,6,506,5.6
1579,Jordi Mboula,es ESP,FWMF,Monaco,fr Ligue 1,19,1999,7,3,276,3.1
1580,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,30,1987,38,36,3058,34
1581,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,28,1989,25,25,2250,25
