Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt
Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Yannick Gerhardt,de GER,MFDF,Wolfsburg,de Bundesliga,27,1994,17.5,1,14,3,21.4,0.80,0.17,0.07,0.33,15.6,0,0,0
Valère Germain,fr FRA,FW,Montpellier,fr Ligue 1,31,1990,21.9,4,32,16,50.0,1.46,0.73,0.13,0.25,12.5,0,0,0
Gerson,br BRA,MFFW,Marseille,fr Ligue 1,24,1997,28.3,9,45,18,40.0,1.59,0.64,0.20,0.50,17.2,0,0,0
Willem Geubbels,fr FRA,FWMF,Nantes,fr Ligue 1,19,2001,6.0,2,12,3,25.0,1.99,0.50,0.17,0.67,17.0,0,0,0
Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,de Bundesliga,30,1990,5.5,2,12,4,33.3,2.17,0.72,0.17,0.50,11.3,0,0,0
Ismaël Gharbi,es ESP,FW,Paris S-G,fr Ligue 1,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Anwar El Ghazi,nl NED,FWMF,Aston Villa,eng Premier League,26,1995,4.3,1,7,2,28.6,1.63,0.47,0.00,0.00,22.3,0,1,1
Anwar El Ghazi,nl NED,FWMF,Everton,eng Premier League,26,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Lamine Ghezali,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,24,1997,6.7,0,8,4,50.0,1.19,0.60,0.00,0.00,18.6,0,0,0
Saman Ghoddos,ir IRN,MFDF,Brentford,eng Premier League,27,1993,6.0,1,8,3,37.5,1.34,0.50,0.13,0.33,20.4,1,0,0
Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,30,1991,3.7,0,3,1,33.3,0.81,0.27,0.00,0.00,28.2,2,0,0
Dimitris Giannoulis,gr GRE,DF,Norwich City,eng Premier League,25,1995,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,16.2,0,0,0
Morgan Gibbs-White,eng ENG,DFFW,Wolves,eng Premier League,21,2000,0.1,0,2,0,0.0,20.00,0.00,0.00,,16.8,0,0,0
Ben Gibson,eng ENG,DF,Norwich City,eng Premier League,28,1993,27.7,0,8,4,50.0,0.29,0.14,0.00,0.00,10.6,0,0,0
Niko Gießelmann,de GER,DFFW,Union Berlin,de Bundesliga,29,1991,23.1,3,27,12,44.4,1.17,0.52,0.11,0.25,15.3,0,0,0
Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34.0,0,0,0,,0.00,0.00,,,,0,0,0
Óscar Gil,es ESP,DF,Espanyol,es La Liga,24,1997,18.8,0,6,1,16.7,0.32,0.05,0.00,0.00,24.9,0,0,0
Mario Gila,es ESP,DF,Real Madrid,es La Liga,20,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Billy Gilmour,sct SCO,MF,Norwich City,eng Premier League,20,2001,20.6,0,18,3,16.7,0.87,0.15,0.00,0.00,23.3,2,0,0
Daniel Ginczek,de GER,MFFW,Wolfsburg,de Bundesliga,30,1991,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,16.6,0,0,0
Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,27,1994,26.2,1,31,14,45.2,1.18,0.54,0.03,0.07,13.9,1,0,0
Nicholas Gioacchini,us USA,FWMF,Montpellier,fr Ligue 1,21,2000,5.5,0,11,2,18.2,1.99,0.36,0.00,0.00,11.0,0,0,0
Sebastian Giovinco,it ITA,MF,Sampdoria,it Serie A,34,1987,0.4,0,1,0,0.0,2.31,0.00,0.00,,19.3,0,0,0
Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,29,1992,18.0,0,0,0,,0.00,0.00,,,,0,0,0
Andrei Girotto,br BRA,DFMF,Nantes,fr Ligue 1,29,1992,35.0,6,45,10,22.2,1.29,0.29,0.13,0.60,16.1,3,0,0
Olivier Giroud,fr FRA,FW,Milan,it Serie A,34,1986,21.0,11,61,22,36.1,2.90,1.05,0.15,0.41,11.9,2,2,2
Serge Gnabry,de GER,FWDF,Bayern Munich,de Bundesliga,26,1995,24.3,14,68,26,38.2,2.80,1.07,0.21,0.54,16.3,0,0,0
Ben Godfrey,eng ENG,DF,Everton,eng Premier League,23,1998,22.5,0,18,6,33.3,0.80,0.27,0.00,0.00,17.2,0,0,0
Diego Godín,uy URU,DF,Cagliari,it Serie A,35,1986,9.1,0,7,0,0.0,0.77,0.00,0.00,,11.2,0,0,0
Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,27,1993,10.4,0,5,1,20.0,0.48,0.10,0.00,0.00,15.3,0,0,0
Edoardo Goldaniga,it ITA,DFMF,Sassuolo,it Serie A,27,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Aleksandr Golovin,ru RUS,FWMF,Monaco,fr Ligue 1,25,1996,16.7,3,23,7,30.4,1.38,0.42,0.13,0.43,19.8,1,0,0
André Gomes,pt POR,MF,Everton,eng Premier League,28,1993,6.9,0,14,4,28.6,2.04,0.58,0.00,0.00,23.5,0,0,0
Angel Gomes,eng ENG,MFFW,Lille,fr Ligue 1,20,2000,10.6,1,14,2,14.3,1.32,0.19,0.07,0.50,19.6,0,0,0
Toti Gomes,pt POR,DF,Wolves,eng Premier League,22,1999,4.0,0,1,0,0.0,0.25,0.00,0.00,,9.4,0,0,0
Dani Gómez,es ESP,FW,Levante,es La Liga,23,1998,11.8,4,31,14,45.2,2.62,1.19,0.13,0.29,15.1,0,0,0
Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,24,1997,3.7,0,1,0,0.0,0.27,0.00,0.00,,30.3,0,0,0
Maxi Gómez,uy URU,FW,Valencia,es La Liga,24,1996,21.7,5,43,13,30.2,1.98,0.60,0.12,0.38,18.1,6,0,0
Moi Gómez,es ESP,MFFW,Villarreal,es La Liga,27,1994,14.3,2,13,5,38.5,0.91,0.35,0.15,0.40,13.8,0,0,0
Papu Gómez,ar ARG,FWMF,Sevilla,es La Liga,33,1988,19.8,5,34,12,35.3,1.72,0.61,0.15,0.42,22.3,0,0,0
Sergi Gómez,es ESP,DF,Espanyol,es La Liga,29,1992,30.2,1,8,3,37.5,0.26,0.10,0.13,0.33,13.0,0,0,0
Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,1993,25.0,0,0,0,,0.00,0.00,,,,0,0,0
Maxime Gonalons,fr FRA,MF,Granada,es La Liga,32,1989,17.2,0,11,2,18.2,0.64,0.12,0.00,0.00,25.3,0,0,0
Vagner Gonçalves,cv CPV,FW,Metz,fr Ligue 1,25,1996,1.0,0,1,1,100.0,1.05,1.05,0.00,0.00,7.7,0,0,0
Cedric Gondo,ci CIV,FW,Salernitana,it Serie A,24,1996,7.8,1,19,8,42.1,2.45,1.03,0.05,0.13,15.8,0,0,0
Álvaro González,es ESP,DF,Marseille,fr Ligue 1,31,1990,5.0,0,2,0,0.0,0.40,0.00,0.00,,6.9,0,0,0
Diego González,es ESP,DF,Elche,es La Liga,26,1995,19.9,0,4,1,25.0,0.20,0.05,0.00,0.00,12.2,0,0,0
Édgar González,es ESP,DF,Betis,es La Liga,24,1997,16.3,1,5,1,20.0,0.31,0.06,0.20,1.00,8.6,0,0,0
Giovanni González,uy URU,DF,Mallorca,es La Liga,26,1994,4.1,1,3,1,33.3,0.74,0.25,0.33,1.00,13.4,0,0,0
Nicolás González,ar ARG,FW,Fiorentina,it Serie A,23,1998,26.2,7,69,19,27.5,2.63,0.73,0.06,0.21,16.3,0,3,3
Nicolás González,es ESP,MF,Barcelona,es La Liga,19,2002,12.4,2,17,3,17.6,1.37,0.24,0.12,0.67,21.4,0,0,0
Peter González,do DOM,MFDF,Real Madrid,es La Liga,19,2002,0.3,0,2,1,50.0,6.67,3.33,0.00,0.00,22.8,0,0,0
Roberto González,es ESP,FWMF,Betis,es La Liga,20,2001,1.5,0,2,0,0.0,1.33,0.00,0.00,,17.0,0,0,0
Charlie Goode,eng ENG,DF,Brentford,eng Premier League,25,1995,5.0,0,2,0,0.0,0.40,0.00,0.00,,11.4,0,0,0
Anthony Gordon,eng ENG,MFFW,Everton,eng Premier League,20,2001,25.4,4,44,18,40.9,1.73,0.71,0.09,0.22,18.8,5,0,0
Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,16,2004,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,19.7,0,0,0
Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,26,1995,15.5,3,45,12,26.7,2.90,0.77,0.07,0.25,17.7,0,0,0
Gori,es ESP,MF,Espanyol,es La Liga,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,24,1996,25.4,0,11,0,0.0,0.43,0.00,0.00,,19.6,0,0,0
Robin Gosens,de GER,DF,Atalanta,it Serie A,27,1994,5.1,1,15,4,26.7,2.93,0.78,0.07,0.25,13.2,0,0,0
Robin Gosens,de GER,DF,Inter,it Serie A,27,1994,1.9,0,4,1,25.0,2.13,0.53,0.00,0.00,17.6,0,0,0
Dan Gosling,eng ENG,MF,Watford,eng Premier League,31,1990,1.8,1,2,1,50.0,1.08,0.54,0.50,1.00,16.6,0,0,0
Amine Gouiri,fr FRA,FWMF,Nice,fr Ligue 1,21,2000,30.6,10,71,33,46.5,2.32,1.08,0.10,0.21,18.2,2,3,5
Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2003,20.0,1,12,2,16.7,0.60,0.10,0.08,0.50,17.2,0,0,0
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,30,1991,28.6,2,11,4,36.4,0.38,0.14,0.09,0.25,19.9,1,1,1
Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,28,1992,34.1,0,5,0,0.0,0.15,0.00,0.00,,30.0,0,0,0
Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,32,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Alberto Grassi,it ITA,MF,Cagliari,it Serie A,26,1995,24.2,0,24,2,8.3,0.99,0.08,0.00,0.00,19.8,0,0,0
Jaume Grau,es ESP,MF,Osasuna,es La Liga,24,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Andrew Gravillon,gp GLP,DF,Reims,fr Ligue 1,23,1998,23.7,0,16,4,25.0,0.67,0.17,0.00,0.00,20.5,2,0,0
Demarai Gray,eng ENG,MFFW,Everton,eng Premier League,25,1996,26.0,5,65,17,26.2,2.50,0.65,0.08,0.29,20.5,4,0,0
Adrian Grbić,at AUT,FWMF,Lorient,fr Ligue 1,24,1996,5.8,1,12,7,58.3,2.08,1.22,0.08,0.14,19.0,4,0,0
Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,25,1996,21.0,0,0,0,,0.00,0.00,,,,0,0,0
Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,25,1995,21.3,3,45,16,35.6,2.12,0.75,0.07,0.19,14.6,0,0,0
Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,2000,13.3,0,0,0,,0.00,0.00,,,,0,0,0
Julian Green,us USA,MF,Greuther Fürth,de Bundesliga,26,1995,11.7,0,19,5,26.3,1.62,0.43,0.00,0.00,25.6,2,0,0
Mason Greenwood,eng ENG,FWMF,Manchester Utd,eng Premier League,19,2001,14.1,5,48,18,37.5,3.40,1.27,0.10,0.28,19.1,0,0,0
Sam Greenwood,eng ENG,MFFW,Leeds United,eng Premier League,19,2002,2.6,0,4,0,0.0,1.52,0.00,0.00,,20.3,1,0,0
Michael Gregoritsch,at AUT,FWMF,Augsburg,de Bundesliga,27,1994,15.5,9,41,17,41.5,2.65,1.10,0.20,0.47,16.5,4,1,1
Dominik Greif,sk SVK,GK,Mallorca,es La Liga,24,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Clément Grenier,fr FRA,MF,Mallorca,es La Liga,30,1991,0.7,1,1,1,100.0,1.50,1.50,1.00,1.00,4.4,0,0,0
Sebastian Griesbeck,de GER,DFMF,Greuther Fürth,de Bundesliga,30,1990,27.1,1,7,2,28.6,0.26,0.07,0.14,0.50,12.0,0,0,0
Sebastian Griesbeck,de GER,MF,Union Berlin,de Bundesliga,30,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Antoine Griezmann,fr FRA,FW,Barcelona,es La Liga,30,1991,2.9,0,4,0,0.0,1.37,0.00,0.00,,13.7,0,0,0
Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,es La Liga,30,1991,18.8,3,43,14,32.6,2.28,0.74,0.07,0.21,16.3,3,0,0
Vincenzo Grifo,it ITA,MFFW,Freiburg,de Bundesliga,28,1993,30.8,9,62,18,29.0,2.01,0.58,0.06,0.22,22.7,18,5,6
Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,22,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Florian Grillitsch,at AUT,DFMF,Hoffenheim,de Bundesliga,25,1995,16.6,0,8,2,25.0,0.48,0.12,0.00,0.00,26.0,0,0,0
Arnaut Groeneveld,nl NED,FW,Villarreal,es La Liga,24,1997,16.4,10,59,25,42.4,3.61,1.53,0.12,0.28,15.1,2,3,3
Pascal Groß,de GER,MFDF,Brighton,eng Premier League,30,1991,22.6,2,23,7,30.4,1.02,0.31,0.09,0.29,17.5,1,0,1
Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,26,1995,10.8,0,10,0,0.0,0.93,0.00,0.00,,24.8,0,0,0
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,1987,29.5,0,0,0,,0.00,0.00,,,,0,0,0
Andrés Guardado,mx MEX,MF,Betis,es La Liga,34,1986,15.5,0,15,3,20.0,0.97,0.19,0.00,0.00,24.5,0,0,0
Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,30,1991,19.0,8,50,16,32.0,2.63,0.84,0.14,0.44,14.5,0,1,1
Nemanja Gudelj,rs SRB,DFMF,Sevilla,es La Liga,29,1991,11.6,0,4,1,25.0,0.34,0.09,0.00,0.00,25.2,1,0,0
Gabriel Gudmundsson,se SWE,DFMF,Lille,fr Ligue 1,22,1999,14.9,1,19,6,31.6,1.27,0.40,0.05,0.17,17.0,0,0,0
Noah Guede-Nadje,fr FRA,MF,Angers,fr Ligue 1,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Gonçalo Guedes,pt POR,FWMF,Valencia,es La Liga,24,1996,29.0,11,67,24,35.8,2.31,0.83,0.15,0.42,21.9,3,1,2
Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,21,2000,35.8,2,19,5,26.3,0.53,0.14,0.11,0.40,11.1,0,0,0
Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,22,1999,35.0,4,50,18,36.0,1.43,0.51,0.08,0.22,18.1,0,0,0
Yanis Guermouche,fr FRA,MFFW,Montpellier,fr Ligue 1,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Raphaël Guerreiro,pt POR,DF,Dortmund,de Bundesliga,27,1993,19.9,4,32,10,31.3,1.60,0.50,0.09,0.30,25.4,8,1,1
Evann Guessand,fr FRA,FW,Nice,fr Ligue 1,20,2001,4.9,1,12,5,41.7,2.47,1.03,0.08,0.20,10.3,0,0,0
Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,24,1997,9.6,0,2,0,0.0,0.21,0.00,0.00,,23.0,0,0,0
Lamine Gueye,sn SEN,FWMF,Metz,fr Ligue 1,23,1998,6.2,0,14,7,50.0,2.27,1.14,0.00,0.00,17.5,1,0,0
Pape Gueye,sn SEN,MF,Marseille,fr Ligue 1,22,1999,17.0,0,30,4,13.3,1.77,0.24,0.00,0.00,22.8,0,0,0
John Guidetti,se SWE,FWMF,Alavés,es La Liga,29,1992,3.1,0,10,2,20.0,3.23,0.65,0.00,0.00,15.6,1,0,0
Josuha Guilavogui,fr FRA,MFDF,Bordeaux,fr Ligue 1,30,1990,14.8,1,9,3,33.3,0.61,0.20,0.11,0.33,18.5,0,0,0
Josuha Guilavogui,fr FRA,MFDF,Wolfsburg,de Bundesliga,30,1990,10.5,0,8,2,25.0,0.76,0.19,0.00,0.00,17.3,0,0,0
Frederic Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,26,1994,28.0,0,24,5,20.8,0.86,0.18,0.00,0.00,24.5,3,0,0
Hugo Guillamón,es ESP,MFDF,Valencia,es La Liga,21,2000,26.2,1,7,2,28.6,0.27,0.08,0.14,0.50,18.2,0,0,0
Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,23,1997,11.5,5,23,12,52.2,2.00,1.04,0.22,0.42,18.0,0,0,0
Bruno Guimarães,br BRA,MF,Lyon,fr Ligue 1,23,1997,18.2,0,11,2,18.2,0.61,0.11,0.00,0.00,24.2,1,0,0
Sehrou Guirassy,gn GUI,FW,Rennes,fr Ligue 1,25,1996,11.3,9,46,17,37.0,4.07,1.51,0.20,0.53,13.1,0,0,0
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,31,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0
Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,30,1991,13.6,0,0,0,,0.00,0.00,,,,0,0,0
Gerard Gumbau,es ESP,MF,Elche,es La Liga,26,1994,21.0,0,21,3,14.3,1.00,0.14,0.00,0.00,29.1,3,0,0
Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,23,1998,25.2,0,7,0,0.0,0.28,0.00,0.00,,13.4,0,0,0
İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,30,1990,20.6,8,55,18,32.7,2.67,0.87,0.15,0.44,14.5,2,0,0
Angus Gunn,eng ENG,GK,Norwich City,eng Premier League,25,1996,9.0,0,0,0,,0.00,0.00,,,,0,0,0
Christian Günter,de GER,DFMF,Freiburg,de Bundesliga,28,1993,34.0,2,24,6,25.0,0.71,0.18,0.08,0.33,25.2,1,0,0
Koray Günter,de GER,DF,Hellas Verona,it Serie A,26,1994,26.8,0,6,2,33.3,0.22,0.07,0.00,0.00,14.0,0,0,0
Lasse Günther,de GER,DF,Augsburg,de Bundesliga,18,2003,1.8,0,2,0,0.0,1.12,0.00,0.00,,21.4,0,0,0
Jon Guridi,es ESP,MF,Real Sociedad,es La Liga,26,1995,2.3,1,2,1,50.0,0.87,0.44,0.50,1.00,7.1,0,0,0
Malo Gusto,fr FRA,DF,Lyon,fr Ligue 1,18,2003,20.9,0,11,0,0.0,0.53,0.00,0.00,,25.6,0,0,0
Raúl Guti,es ESP,MF,Elche,es La Liga,24,1996,18.1,0,18,5,27.8,1.00,0.28,0.00,0.00,22.9,0,0,0
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,es La Liga,30,1991,1.5,0,0,0,,0.00,0.00,,,,0,0,0
Miguel Gutiérrez,es ESP,DF,Real Madrid,es La Liga,20,2001,2.9,0,0,0,,0.00,0.00,,,,0,0,0
Albert Guðmundsson,is ISL,FWMF,Genoa,it Serie A,24,1997,6.7,1,9,1,11.1,1.33,0.15,0.11,1.00,17.6,0,0,0
Joško Gvardiol,hr CRO,DF,RB Leipzig,de Bundesliga,19,2002,26.8,2,23,7,30.4,0.86,0.26,0.09,0.29,16.3,0,0,0
Emmanuel Gyasi,gh GHA,FWMF,Spezia,it Serie A,27,1994,33.7,6,38,13,34.2,1.13,0.39,0.16,0.46,15.0,0,0,0
Norbert Gyömbér,sk SVK,DF,Salernitana,it Serie A,29,1992,28.5,0,9,2,22.2,0.32,0.07,0.00,0.00,13.6,0,0,0
Erling Haaland,no NOR,FW,Dortmund,de Bundesliga,21,2000,21.2,22,74,31,41.9,3.49,1.46,0.22,0.52,13.9,0,6,6
Nicolas Haas,ch SUI,MF,Empoli,it Serie A,25,1996,11.1,0,7,2,28.6,0.63,0.18,0.00,0.00,16.7,0,0,0
Janik Haberer,de GER,MF,Freiburg,de Bundesliga,27,1994,9.1,3,14,3,21.4,1.54,0.33,0.21,1.00,18.0,0,0,0
Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,27,1993,23.0,3,23,5,21.7,1.00,0.22,0.13,0.60,16.4,1,0,0
Robin Hack,de GER,FWMF,Arminia,de Bundesliga,22,1998,15.2,0,31,6,19.4,2.05,0.40,0.00,0.00,21.5,2,0,0
Munir El Haddadi,ma MAR,FWMF,Sevilla,es La Liga,25,1995,5.3,2,12,7,58.3,2.28,1.33,0.17,0.29,14.0,0,0,0
André Hahn,de GER,MFFW,Augsburg,de Bundesliga,30,1990,23.3,5,45,20,44.4,1.93,0.86,0.11,0.25,16.9,0,0,0
Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,23,1998,14.7,3,14,5,35.7,0.95,0.34,0.21,0.60,23.4,0,0,0
Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,28,1992,12.0,1,5,2,40.0,0.42,0.17,0.20,0.50,15.1,0,0,0
Oualid El Hajjam,ma MAR,DF,Troyes,fr Ligue 1,30,1991,11.9,1,10,3,30.0,0.84,0.25,0.10,0.33,21.3,0,0,0
Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,22,1998,27.5,4,20,10,50.0,0.73,0.36,0.20,0.40,15.9,0,0,0
Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,29,1991,5.6,1,5,1,20.0,0.89,0.18,0.20,1.00,15.0,1,0,0
Pierre-Yves Hamel,fr FRA,FWMF,Lorient,fr Ligue 1,27,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Pierre-Yves Hamel,fr FRA,FW,Clermont Foot,fr Ligue 1,27,1994,5.8,0,13,4,30.8,2.24,0.69,0.00,0.00,16.3,0,0,0
Romain Hamouma,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,34,1987,9.8,2,23,7,30.4,2.34,0.71,0.09,0.29,17.8,0,0,0
Samir Handanović,si SVN,GK,Inter,it Serie A,37,1984,37.0,0,0,0,,0.00,0.00,,,,0,0,0
Grant Hanley,sct SCO,DF,Norwich City,eng Premier League,29,1991,32.2,1,20,4,20.0,0.62,0.12,0.05,0.25,9.2,0,0,0
Ridgeciano Haps,sr SUR,DF,Venezia,it Serie A,28,1993,22.8,1,11,2,18.2,0.48,0.09,0.09,0.50,22.9,0,0,0
Genki Haraguchi,jp JPN,MF,Union Berlin,de Bundesliga,30,1991,19.5,2,29,6,20.7,1.49,0.31,0.07,0.33,20.9,0,0,0
Amine Harit,ma MAR,FWMF,Marseille,fr Ligue 1,24,1997,12.9,4,15,7,46.7,1.16,0.54,0.27,0.57,16.5,1,0,0
Varazdat Haroyan,am ARM,DF,Cádiz,es La Liga,28,1992,16.0,1,3,2,66.7,0.19,0.13,0.33,0.50,7.8,0,0,0
Jack Harrison,eng ENG,FWMF,Leeds United,eng Premier League,24,1996,29.3,8,43,17,39.5,1.47,0.58,0.19,0.47,17.2,0,0,0
Abdou Harroui,nl NED,MF,Sassuolo,it Serie A,23,1998,5.0,0,13,2,15.4,2.59,0.40,0.00,0.00,21.6,0,0,0
Luis Hartwig,de GER,FW,Bochum,de Bundesliga,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Makoto Hasebe,jp JPN,DF,Eint Frankfurt,de Bundesliga,37,1984,13.2,0,0,0,,0.00,0.00,,,,0,0,0
Hans Hateboer,nl NED,DFMF,Atalanta,it Serie A,27,1994,15.4,0,17,2,11.8,1.10,0.13,0.00,0.00,12.9,0,0,0
Kortney Hause,eng ENG,DF,Aston Villa,eng Premier League,26,1995,4.4,1,2,2,100.0,0.45,0.45,0.50,0.50,10.5,0,0,0
Kai Havertz,de GER,FWMF,Chelsea,eng Premier League,22,1999,20.1,8,56,23,41.1,2.79,1.14,0.14,0.35,13.0,0,0,0
Isaac Hayden,eng ENG,MFDF,Newcastle Utd,eng Premier League,26,1995,11.1,1,5,1,20.0,0.45,0.09,0.20,1.00,14.1,0,0,0
Eden Hazard,be BEL,FWMF,Real Madrid,es La Liga,30,1991,8.0,0,12,7,58.3,1.51,0.88,0.00,0.00,16.0,0,0,0
Thorgan Hazard,be BEL,FWDF,Dortmund,de Bundesliga,28,1993,14.9,4,22,6,27.3,1.48,0.40,0.18,0.67,15.8,2,0,0
Jonas Hector,de GER,DF,Köln,de Bundesliga,31,1990,28.4,0,18,5,27.8,0.63,0.18,0.00,0.00,16.1,0,0,0
Hwang Hee-chan,kr KOR,FWMF,Wolves,eng Premier League,25,1996,20.2,5,27,12,44.4,1.34,0.59,0.19,0.42,15.4,0,0,0
Hwang Hee-chan,kr KOR,FW,RB Leipzig,de Bundesliga,25,1996,0.5,0,1,0,0.0,1.84,0.00,0.00,,7.6,0,0,0
Silvan Hefti,ch SUI,DF,Genoa,it Serie A,23,1997,14.3,0,5,1,20.0,0.35,0.07,0.00,0.00,16.9,0,0,0
Dominique Heintz,de GER,DF,Union Berlin,de Bundesliga,27,1993,5.2,0,1,1,100.0,0.19,0.19,0.00,0.00,5.7,0,0,0
Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,27,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Jordan Henderson,eng ENG,MF,Liverpool,eng Premier League,31,1990,28.9,2,31,6,19.4,1.07,0.21,0.06,0.33,24.5,1,0,0
Liam Henderson,sct SCO,MF,Empoli,it Serie A,25,1996,22.4,2,42,15,35.7,1.87,0.67,0.05,0.13,21.1,2,0,0
Jeff Hendrick,ie IRL,MF,Newcastle Utd,eng Premier League,29,1992,0.8,1,1,1,100.0,1.25,1.25,1.00,1.00,28.1,0,0,0
Wayne Hennessey,wls WAL,GK,Burnley,eng Premier League,34,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0
Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,24,1997,12.7,3,15,6,40.0,1.18,0.47,0.20,0.50,14.5,0,0,0
Henrique,br BRA,DF,Lyon,fr Ligue 1,27,1994,12.3,0,5,0,0.0,0.41,0.00,0.00,,15.5,0,0,0
Dalbert Henrique,br BRA,DFMF,Cagliari,it Serie A,27,1993,23.1,0,10,1,10.0,0.43,0.04,0.00,0.00,17.3,0,0,0
Luis Henrique,br BRA,FWMF,Marseille,fr Ligue 1,19,2001,7.8,0,6,2,33.3,0.77,0.26,0.00,0.00,14.9,0,0,0
Matheus Henrique,br BRA,MF,Sassuolo,it Serie A,23,1997,12.0,0,8,0,0.0,0.67,0.00,0.00,,30.9,0,0,0
Rico Henry,eng ENG,DF,Brentford,eng Premier League,24,1997,30.8,3,14,5,35.7,0.45,0.16,0.21,0.60,16.7,0,0,0
Thomas Henry,fr FRA,FW,Venezia,it Serie A,26,1994,23.5,9,51,24,47.1,2.17,1.02,0.18,0.38,13.3,0,0,0
Christophe Hérelle,mq MTQ,DF,Brest,fr Ligue 1,28,1992,21.5,0,6,2,33.3,0.28,0.09,0.00,0.00,11.1,0,0,0
Jérôme Hergault,fr FRA,DF,Lorient,fr Ligue 1,35,1986,3.9,0,1,0,0.0,0.26,0.00,0.00,,11.2,0,0,0
Kike Hermoso,es ESP,DF,Betis,es La Liga,21,1999,1.0,1,2,1,50.0,2.00,1.00,0.50,1.00,10.5,0,0,0
Mario Hermoso,es ESP,DF,Atlético Madrid,es La Liga,26,1995,20.7,2,17,4,23.5,0.82,0.19,0.12,0.50,16.2,0,0,0
Aridane Hernández,gq EQG,DF,Osasuna,es La Liga,32,1989,12.9,0,2,0,0.0,0.16,0.00,0.00,,14.2,0,0,0
