Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,21,69,49,35,28,6,35,47,74.5,12,29,7,22,20,89,50,0
Gianluca Frabotta,it ITA,DFMF,Hellas Verona,it Serie A,22,1999,0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,9,26,19,12,10,4,13,27,48.1,14,8,2,6,9,35,25,0
Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,27,57,39,22,27,8,36,74,48.6,38,27,0,27,28,85,52,0
Enric Franquesa,es ESP,DFFW,Levante,es La Liga,24,1997,7,5,3,4,0,1,0,1,0.0,1,4,0,4,7,12,11,0
Fransérgio,br BRA,MF,Bordeaux,fr Ligue 1,30,1990,14,24,10,8,12,4,12,43,27.9,31,18,6,12,23,47,23,0
Ryan Fraser,sct SCO,FWMF,Newcastle Utd,eng Premier League,27,1994,16,10,3,5,3,2,5,13,38.5,8,11,1,10,11,21,11,0
Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,21,1999,32,46,16,26,18,2,26,52,50.0,26,44,12,32,29,75,62,1
Fred,br BRA,MF,Manchester Utd,eng Premier League,28,1993,23,63,27,32,24,7,22,79,27.8,57,38,11,27,32,95,24,0
Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,3,2,2,2,0,0,0,1,0.0,1,2,1,1,4,6,6,0
Morten Frendrup,dk DEN,DFMF,Genoa,it Serie A,20,2001,8,40,24,19,13,8,13,29,44.8,16,19,2,17,17,57,7,1
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,29,1992,26,69,39,22,33,14,30,70,42.9,40,48,8,40,35,104,26,1
Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,25,1995,7,14,8,10,4,0,9,11,81.8,2,5,3,2,5,19,26,0
Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,25,1995,13,17,5,14,3,0,10,16,62.5,6,13,7,6,23,40,47,0
Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,20,2000,23,32,18,19,12,1,12,23,52.2,11,24,6,18,17,49,40,2
Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jorge de Frutos,es ESP,MFFW,Levante,es La Liga,24,1997,20,33,15,14,11,8,10,51,19.6,41,11,1,10,12,45,13,0
Leo Fuhr Hjelde,no NOR,MFDF,Leeds United,eng Premier League,17,2003,2,5,4,3,2,0,3,3,100.0,0,3,3,0,4,9,7,0
Chris Führich,de GER,FWMF,Stuttgart,de Bundesliga,23,1998,19,28,16,10,10,8,18,39,46.2,21,31,2,29,8,36,9,0
Angelo Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,24,1996,33,35,25,8,18,9,14,44,31.8,30,21,5,16,22,57,5,1
Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,1996,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1
Stephan Fürstner,de GER,MF,Mainz 05,de Bundesliga,33,1987,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0
Matteo Gabbia,it ITA,DF,Milan,it Serie A,21,1999,6,4,3,1,3,0,0,4,0.0,4,2,2,0,8,12,12,0
Manolo Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,29,1991,13,6,4,3,2,1,1,7,14.3,6,5,2,3,3,9,10,0
Mijat Gaćinović,rs SRB,FWMF,Hoffenheim,de Bundesliga,26,1995,1,3,3,1,1,1,3,3,100.0,0,1,0,1,1,4,2,0
Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,21,2000,0,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,0,0
Luca Gagliano,it ITA,FWDF,Cagliari,it Serie A,21,2000,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,27,1994,7,12,6,7,4,1,1,13,7.7,12,14,5,9,9,21,7,0
Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,13,23,12,16,4,3,16,27,59.3,11,15,8,7,28,51,52,0
Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,37,108,66,60,37,11,42,99,42.4,57,48,8,40,45,153,52,0
Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,27,1993,15,40,21,14,21,5,14,30,46.7,16,16,2,14,20,60,21,0
Nicolas Galazzi,it ITA,MF,Venezia,it Serie A,20,2000,0,2,1,1,0,1,0,1,0.0,1,0,0,0,0,2,0,0
Pablo Galdames Millán,cl CHI,MF,Genoa,it Serie A,24,1996,11,28,12,6,16,6,12,35,34.3,23,16,2,14,8,36,9,1
Thiago Galhardo,br BRA,FWMF,Celta Vigo,es La Liga,32,1989,13,12,6,3,3,6,2,12,16.7,10,15,2,13,6,18,9,0
Conor Gallagher,eng ENG,MF,Crystal Palace,eng Premier League,21,2000,32,68,37,34,20,14,21,69,30.4,48,58,9,49,29,97,26,0
Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31,3,0,3,0,0,1,1,100.0,0,0,0,0,2,5,12,1
Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,31,1989,19,59,36,40,16,3,30,61,49.2,31,22,7,15,32,91,35,1
Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,34,1987,27,19,10,5,9,5,6,18,33.3,12,22,1,21,6,25,1,0
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,31,1989,18,60,36,24,24,12,18,44,40.9,26,23,4,19,24,84,13,0
Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,22,1999,11,3,2,1,2,0,2,6,33.3,4,4,0,4,2,5,3,0
Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,de Bundesliga,25,1996,2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,28,1992,33,42,23,15,18,9,8,35,22.9,27,27,3,24,42,84,24,0
Dani García,es ESP,MF,Athletic Club,es La Liga,31,1990,24,36,22,15,17,4,14,47,29.8,33,27,10,17,24,60,41,1
David García,es ESP,DF,Osasuna,es La Liga,27,1994,35,28,14,15,11,2,12,22,54.5,10,27,21,6,52,80,168,0
Eric García,es ESP,DF,Barcelona,es La Liga,20,2001,23,27,18,13,13,1,11,26,42.3,15,22,12,10,44,71,53,3
Francisco Garcia,es ESP,DF,Rayo Vallecano,es La Liga,21,1999,34,60,35,44,12,4,39,73,53.4,34,34,8,26,45,105,53,0
Joan García,es ESP,GK,Espanyol,es La Liga,20,2001,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,2
Manu García,es ESP,MF,Alavés,es La Liga,23,1998,12,18,9,6,9,3,9,27,33.3,18,8,2,6,13,31,4,0
Raúl García,es ESP,FW,Athletic Club,es La Liga,35,1986,20,27,17,6,11,10,8,36,22.2,28,30,4,26,9,36,21,0
Rubén García,es ESP,MFFW,Osasuna,es La Liga,28,1993,26,43,26,12,23,8,16,49,32.7,33,31,4,27,24,67,16,0
Saúl García,es ESP,MF,Alavés,es La Liga,26,1994,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Unai García,es ESP,DF,Osasuna,es La Liga,29,1992,16,21,12,14,6,1,14,17,82.4,3,19,11,8,22,43,78,0
Alejandro Garnacho,es ESP,FWMF,Manchester Utd,eng Premier League,17,2004,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Mario Gaspar,es ESP,DF,Villarreal,es La Liga,30,1990,7,10,4,2,5,3,6,10,60.0,4,6,3,3,6,16,15,0
Djeidi Gassama,fr FRA,FW,Paris S-G,fr Ligue 1,17,2003,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,33,1988,31,56,34,26,25,5,27,74,36.5,47,45,11,34,53,109,49,1
Gavi,es ESP,MFFW,Barcelona,es La Liga,16,2004,26,38,18,13,18,7,9,33,27.3,24,36,0,36,25,63,13,0
Dwight Gayle,eng ENG,FWDF,Newcastle Utd,eng Premier League,30,1990,0,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0
Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,25,1995,1,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,1,0
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,38,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,2
Linus Gechter,de GER,DF,Hertha BSC,de Bundesliga,17,2004,8,15,8,13,2,0,7,14,50.0,7,12,7,5,11,26,29,0
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,23,1998,15,34,23,9,20,5,17,30,56.7,13,15,1,14,14,48,7,1
Joe Gelhardt,eng ENG,FWMF,Leeds United,eng Premier League,19,2002,8,4,3,1,0,3,2,10,20.0,8,9,0,9,0,4,3,0
Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yannick Gerhardt,de GER,MFDF,Wolfsburg,de Bundesliga,27,1994,18,42,20,18,17,7,22,36,61.1,14,24,1,23,25,67,25,1
Valère Germain,fr FRA,FW,Montpellier,fr Ligue 1,31,1990,22,23,14,6,11,6,8,31,25.8,23,13,1,12,9,32,27,0
Gerson,br BRA,MFFW,Marseille,fr Ligue 1,24,1997,28,42,17,16,20,6,8,35,22.9,27,26,4,22,16,58,16,2
Willem Geubbels,fr FRA,FWMF,Nantes,fr Ligue 1,19,2001,6,8,5,4,2,2,5,12,41.7,7,5,0,5,6,14,5,0
Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,de Bundesliga,30,1990,6,5,4,2,1,2,0,4,0.0,4,3,1,2,0,5,4,0
Ismaël Gharbi,es ESP,FW,Paris S-G,fr Ligue 1,17,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Anwar El Ghazi,nl NED,FWMF,Aston Villa,eng Premier League,26,1995,4,4,4,2,2,0,2,7,28.6,5,6,0,6,1,5,2,0
Anwar El Ghazi,nl NED,FWMF,Everton,eng Premier League,26,1995,0,1,1,1,0,0,1,1,100.0,0,3,0,3,0,1,0,0
Lamine Ghezali,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,24,1997,7,17,12,8,6,3,9,14,64.3,5,11,5,6,10,27,12,1
Saman Ghoddos,ir IRN,MFDF,Brentford,eng Premier League,27,1993,6,17,10,8,6,3,9,15,60.0,6,2,0,2,3,20,16,0
Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,30,1991,4,3,1,1,2,0,0,3,0.0,3,2,1,1,3,6,10,0
Dimitris Giannoulis,gr GRE,DF,Norwich City,eng Premier League,25,1995,13,36,21,17,17,2,24,36,66.7,12,22,6,16,19,55,41,1
Morgan Gibbs-White,eng ENG,DFFW,Wolves,eng Premier League,21,2000,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ben Gibson,eng ENG,DF,Norwich City,eng Premier League,28,1993,28,23,16,17,6,0,7,12,58.3,5,36,30,6,27,50,139,2
Niko Gießelmann,de GER,DFFW,Union Berlin,de Bundesliga,29,1991,23,24,17,10,11,3,15,38,39.5,23,26,4,22,18,42,29,1
Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34,2,0,2,0,0,2,7,28.6,5,0,0,0,3,5,11,5
Óscar Gil,es ESP,DF,Espanyol,es La Liga,24,1997,19,52,35,27,20,5,25,46,54.3,21,33,9,24,19,71,33,2
Mario Gila,es ESP,DF,Real Madrid,es La Liga,20,2000,0,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,1,0
Billy Gilmour,sct SCO,MF,Norwich City,eng Premier League,20,2001,21,41,21,16,21,4,14,52,26.9,38,21,4,17,17,58,29,0
Daniel Ginczek,de GER,MFFW,Wolfsburg,de Bundesliga,30,1991,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,27,1994,26,37,22,21,13,3,28,42,66.7,14,22,11,11,34,71,79,0
Nicholas Gioacchini,us USA,FWMF,Montpellier,fr Ligue 1,21,2000,6,7,5,3,2,2,4,10,40.0,6,8,0,8,4,11,5,0
Sebastian Giovinco,it ITA,MF,Sampdoria,it Serie A,34,1987,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,29,1992,18,14,6,10,4,0,7,22,31.8,15,24,14,10,37,51,68,1
Andrei Girotto,br BRA,DFMF,Nantes,fr Ligue 1,29,1992,35,85,52,49,32,4,52,103,50.5,51,67,33,34,69,154,143,0
Olivier Giroud,fr FRA,FW,Milan,it Serie A,34,1986,21,15,11,4,6,5,3,17,17.6,14,13,4,9,3,18,19,0
Serge Gnabry,de GER,FWDF,Bayern Munich,de Bundesliga,26,1995,24,47,31,16,20,11,22,57,38.6,35,26,0,26,14,61,3,0
Ben Godfrey,eng ENG,DF,Everton,eng Premier League,23,1998,23,47,32,29,14,4,24,39,61.5,15,41,19,22,15,62,100,2
Diego Godín,uy URU,DF,Cagliari,it Serie A,35,1986,9,18,7,13,3,2,10,15,66.7,5,7,5,2,13,31,46,0
Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,27,1993,10,12,5,7,5,0,4,11,36.4,7,8,5,3,22,34,23,0
Edoardo Goldaniga,it ITA,DFMF,Sassuolo,it Serie A,27,1993,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Aleksandr Golovin,ru RUS,FWMF,Monaco,fr Ligue 1,25,1996,17,40,22,10,18,12,18,41,43.9,23,26,1,25,12,52,8,0
André Gomes,pt POR,MF,Everton,eng Premier League,28,1993,7,16,4,6,6,4,8,32,25.0,24,8,2,6,1,17,7,1
Angel Gomes,eng ENG,MFFW,Lille,fr Ligue 1,20,2000,11,23,13,6,12,5,10,15,66.7,5,4,0,4,3,26,4,0
Toti Gomes,pt POR,DF,Wolves,eng Premier League,22,1999,4,11,7,10,1,0,7,9,77.8,2,6,3,3,8,19,15,0
Dani Gómez,es ESP,FW,Levante,es La Liga,23,1998,12,7,4,3,2,2,4,12,33.3,8,3,0,3,3,10,5,0
Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,24,1997,4,10,6,5,2,3,5,9,55.6,4,4,1,3,5,15,6,0
Maxi Gómez,uy URU,FW,Valencia,es La Liga,24,1996,22,5,3,1,2,2,5,8,62.5,3,5,1,4,3,8,22,0
Moi Gómez,es ESP,MFFW,Villarreal,es La Liga,27,1994,14,15,7,8,3,4,5,17,29.4,12,5,0,5,6,21,6,0
Papu Gómez,ar ARG,FWMF,Sevilla,es La Liga,33,1988,20,19,11,9,5,5,9,35,25.7,26,15,2,13,7,26,12,2
Sergi Gómez,es ESP,DF,Espanyol,es La Liga,29,1992,30,33,24,29,3,1,18,27,66.7,9,33,23,10,40,73,125,2
Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,1993,25,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,8,2
Maxime Gonalons,fr FRA,MF,Granada,es La Liga,32,1989,17,43,28,17,22,4,14,39,35.9,25,33,10,23,18,61,29,0
Vagner Gonçalves,cv CPV,FW,Metz,fr Ligue 1,25,1996,1,2,1,0,2,0,1,1,100.0,0,0,0,0,1,3,0,0
Cedric Gondo,ci CIV,FW,Salernitana,it Serie A,24,1996,8,5,2,2,2,1,2,5,40.0,3,2,0,2,3,8,2,0
Álvaro González,es ESP,DF,Marseille,fr Ligue 1,31,1990,5,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,9,0
Diego González,es ESP,DF,Elche,es La Liga,26,1995,20,25,16,18,7,0,9,16,56.3,7,21,13,8,19,44,87,0
Édgar González,es ESP,DF,Betis,es La Liga,24,1997,16,25,19,15,8,2,17,24,70.8,7,17,11,6,23,48,82,0
Giovanni González,uy URU,DF,Mallorca,es La Liga,26,1994,4,9,3,4,4,1,3,5,60.0,2,7,2,5,4,13,14,0
Nicolás González,ar ARG,FW,Fiorentina,it Serie A,23,1998,26,21,16,6,8,7,9,28,32.1,19,26,2,24,21,42,4,1
Nicolás González,es ESP,MF,Barcelona,es La Liga,19,2002,12,31,20,5,23,3,11,27,40.7,16,12,0,12,6,37,12,0
Peter González,do DOM,MFDF,Real Madrid,es La Liga,19,2002,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Roberto González,es ESP,FWMF,Betis,es La Liga,20,2001,2,5,4,3,2,0,4,6,66.7,2,5,0,5,1,6,1,0
Charlie Goode,eng ENG,DF,Brentford,eng Premier League,25,1995,5,7,5,5,2,0,4,4,100.0,0,4,2,2,2,9,8,0
Anthony Gordon,eng ENG,MFFW,Everton,eng Premier League,20,2001,25,54,32,20,30,4,21,59,35.6,38,49,3,46,22,76,17,0
Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,16,2004,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,26,1995,16,25,15,12,9,4,11,26,42.3,15,11,1,10,17,42,23,2
Gori,es ESP,MF,Espanyol,es La Liga,19,2002,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,24,1996,25,47,31,32,9,6,25,47,53.2,22,16,3,13,18,65,49,0
Robin Gosens,de GER,DF,Atalanta,it Serie A,27,1994,5,7,3,3,4,0,4,8,50.0,4,4,0,4,9,16,1,0
Robin Gosens,de GER,DF,Inter,it Serie A,27,1994,2,3,1,1,2,0,0,0,,0,5,2,3,3,6,3,0
Dan Gosling,eng ENG,MF,Watford,eng Premier League,31,1990,2,2,1,1,1,0,2,6,33.3,4,2,0,2,0,2,3,0
Amine Gouiri,fr FRA,FWMF,Nice,fr Ligue 1,21,2000,31,22,13,2,13,7,10,32,31.3,22,22,5,17,11,33,17,1
Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2003,20,45,26,22,18,5,21,36,58.3,15,22,3,19,13,58,9,2
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,30,1991,29,50,27,33,17,0,22,36,61.1,14,35,18,17,49,99,116,0
Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,28,1992,34,60,28,24,28,8,25,45,55.6,20,39,27,12,65,125,106,0
Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,32,1988,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Alberto Grassi,it ITA,MF,Cagliari,it Serie A,26,1995,24,47,26,13,30,4,16,38,42.1,22,27,9,18,63,110,33,1
Jaume Grau,es ESP,MF,Osasuna,es La Liga,24,1997,0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Andrew Gravillon,gp GLP,DF,Reims,fr Ligue 1,23,1998,24,32,24,19,13,0,17,27,63.0,10,25,15,10,33,65,83,1
Demarai Gray,eng ENG,MFFW,Everton,eng Premier League,25,1996,26,30,19,13,10,7,10,22,45.5,12,30,2,28,15,45,21,1
Adrian Grbić,at AUT,FWMF,Lorient,fr Ligue 1,24,1996,6,2,1,0,2,0,2,6,33.3,4,3,1,2,0,2,7,0
Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,25,1996,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1
Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,25,1995,21,18,17,4,10,4,5,13,38.5,8,11,1,10,8,26,7,0
Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,2000,13,1,1,1,0,0,0,0,,0,0,0,0,1,2,9,0
Julian Green,us USA,MF,Greuther Fürth,de Bundesliga,26,1995,12,9,5,0,8,1,2,8,25.0,6,10,2,8,7,16,10,0
Mason Greenwood,eng ENG,FWMF,Manchester Utd,eng Premier League,19,2001,14,15,9,9,1,5,3,9,33.3,6,5,0,5,1,16,6,0
Sam Greenwood,eng ENG,MFFW,Leeds United,eng Premier League,19,2002,3,8,5,0,5,3,4,7,57.1,3,3,0,3,2,10,1,0
Michael Gregoritsch,at AUT,FWMF,Augsburg,de Bundesliga,27,1994,16,19,8,4,10,5,2,15,13.3,13,18,2,16,6,25,30,0
Dominik Greif,sk SVK,GK,Mallorca,es La Liga,24,1997,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Clément Grenier,fr FRA,MF,Mallorca,es La Liga,30,1991,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Sebastian Griesbeck,de GER,DFMF,Greuther Fürth,de Bundesliga,30,1990,27,60,31,38,19,3,39,62,62.9,23,38,13,25,43,103,100,1
Sebastian Griesbeck,de GER,MF,Union Berlin,de Bundesliga,30,1990,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Antoine Griezmann,fr FRA,FW,Barcelona,es La Liga,30,1991,3,13,5,3,10,0,2,6,33.3,4,4,0,4,3,16,5,0
Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,es La Liga,30,1991,19,30,14,11,15,4,12,32,37.5,20,18,1,17,7,37,18,0
Vincenzo Grifo,it ITA,MFFW,Freiburg,de Bundesliga,28,1993,31,27,15,9,13,5,9,26,34.6,17,12,2,10,13,40,28,0
Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,22,1999,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Florian Grillitsch,at AUT,DFMF,Hoffenheim,de Bundesliga,25,1995,17,37,19,15,21,1,17,31,54.8,14,18,7,11,29,66,36,1
Arnaut Groeneveld,nl NED,FW,Villarreal,es La Liga,24,1997,16,7,6,3,0,4,2,4,50.0,2,5,0,5,2,9,3,0
Pascal Groß,de GER,MFDF,Brighton,eng Premier League,30,1991,23,28,15,15,11,2,12,33,36.4,21,34,8,26,18,46,23,0
Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,26,1995,11,22,11,10,10,2,8,21,38.1,13,11,2,9,9,31,15,0
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,1987,30,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,8,1
Andrés Guardado,mx MEX,MF,Betis,es La Liga,34,1986,16,30,13,12,17,1,13,34,38.2,21,18,4,14,21,51,29,1
Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,30,1991,19,10,9,3,5,2,1,21,4.8,20,14,2,12,4,14,17,0
Nemanja Gudelj,rs SRB,DFMF,Sevilla,es La Liga,29,1991,12,16,7,10,4,2,5,8,62.5,3,14,9,5,22,38,37,0
Gabriel Gudmundsson,se SWE,DFMF,Lille,fr Ligue 1,22,1999,15,43,31,24,16,3,17,35,48.6,18,15,3,12,20,63,13,0
Noah Guede-Nadje,fr FRA,MF,Angers,fr Ligue 1,17,2003,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gonçalo Guedes,pt POR,FWMF,Valencia,es La Liga,24,1996,29,21,14,6,7,8,2,22,9.1,20,14,0,14,9,30,1,0
Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,21,2000,36,35,17,24,10,1,15,16,93.8,1,34,26,8,30,65,127,0
Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,22,1999,35,45,30,10,26,9,13,47,27.7,34,15,1,14,16,61,18,0
Yanis Guermouche,fr FRA,MFFW,Montpellier,fr Ligue 1,20,2001,0,2,1,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0
Raphaël Guerreiro,pt POR,DF,Dortmund,de Bundesliga,27,1993,20,35,19,19,12,4,16,31,51.6,15,18,2,16,25,60,14,1
Evann Guessand,fr FRA,FW,Nice,fr Ligue 1,20,2001,5,9,8,2,5,2,3,8,37.5,5,4,0,4,0,9,1,0
Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,24,1997,10,18,13,6,10,2,10,17,58.8,7,12,6,6,12,30,8,0
Lamine Gueye,sn SEN,FWMF,Metz,fr Ligue 1,23,1998,6,5,5,1,1,3,3,7,42.9,4,4,0,4,6,11,1,0
Pape Gueye,sn SEN,MF,Marseille,fr Ligue 1,22,1999,17,38,19,15,22,1,16,31,51.6,15,15,3,12,24,62,16,0
John Guidetti,se SWE,FWMF,Alavés,es La Liga,29,1992,3,2,1,0,0,2,0,1,0.0,1,1,0,1,0,2,0,0
Josuha Guilavogui,fr FRA,MFDF,Bordeaux,fr Ligue 1,30,1990,15,39,16,18,17,4,14,29,48.3,15,16,8,8,36,75,23,0
Josuha Guilavogui,fr FRA,MFDF,Wolfsburg,de Bundesliga,30,1990,11,23,14,13,9,1,7,18,38.9,11,11,6,5,25,48,42,0
Frederic Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,26,1994,28,69,39,33,24,12,32,62,51.6,30,37,11,26,55,124,39,0
Hugo Guillamón,es ESP,MFDF,Valencia,es La Liga,21,2000,26,43,27,20,16,7,18,44,40.9,26,26,10,16,30,73,53,1
Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,23,1997,12,44,23,18,22,4,21,38,55.3,17,25,6,19,9,53,13,0
Bruno Guimarães,br BRA,MF,Lyon,fr Ligue 1,23,1997,18,50,31,20,25,5,23,59,39.0,36,21,4,17,21,71,11,1
Sehrou Guirassy,gn GUI,FW,Rennes,fr Ligue 1,25,1996,11,4,2,1,2,1,1,7,14.3,6,4,0,4,1,5,8,0
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,31,1990,33,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,1
Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,30,1991,14,18,10,14,3,1,8,11,72.7,3,16,8,8,17,35,37,0
Gerard Gumbau,es ESP,MF,Elche,es La Liga,26,1994,21,46,19,22,19,5,22,51,43.1,29,18,4,14,23,69,25,0
Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,23,1998,25,48,29,25,20,3,25,43,58.1,18,24,7,17,28,76,57,3
İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,30,1990,21,23,9,10,12,1,12,31,38.7,19,11,1,10,15,38,10,0
Angus Gunn,eng ENG,GK,Norwich City,eng Premier League,25,1996,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0
Christian Günter,de GER,DFMF,Freiburg,de Bundesliga,28,1993,34,34,20,16,15,3,18,50,36.0,32,23,6,17,17,51,49,2
Koray Günter,de GER,DF,Hellas Verona,it Serie A,26,1994,27,32,18,19,11,2,16,32,50.0,16,27,21,6,69,101,110,1
Lasse Günther,de GER,DF,Augsburg,de Bundesliga,18,2003,2,8,5,4,3,1,5,9,55.6,4,0,0,0,2,10,2,0
Jon Guridi,es ESP,MF,Real Sociedad,es La Liga,26,1995,2,5,3,2,3,0,1,4,25.0,3,3,1,2,3,8,4,0
Malo Gusto,fr FRA,DF,Lyon,fr Ligue 1,18,2003,21,55,35,29,21,5,24,40,60.0,16,21,6,15,33,88,41,1
Raúl Guti,es ESP,MF,Elche,es La Liga,24,1996,18,25,15,7,14,4,10,30,33.3,20,9,3,6,25,50,7,0
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,es La Liga,30,1991,2,1,0,0,1,0,0,2,0.0,2,2,1,1,1,2,9,0
